1,肖申克的救赎,9.7,希望让人自由。
2,霸王别姬,9.6,风华绝代。
3,阿甘正传,9.5,一部美国近现代史。
4,这个杀手不太冷,9.4,怪蜀黍和小萝莉不得不说的故事。
5,美丽人生,9.5,最美的谎言。
6,泰坦尼克号,9.4,失去的才是永恒的。 
7,千与千寻,9.3,最好的宫崎骏，最好的久石让。 
8,辛德勒的名单,9.5,拯救一个人，就是拯救整个世界。
9,盗梦空间,9.3,诺兰给了我们一场无法盗取的梦。
10,忠犬八公的故事,9.4,永远都不能忘记你所爱的人。
11,海上钢琴师,9.3,每个人都要走一条自己坚定了的路，就算是粉身碎骨。 
12,机器人总动员,9.3,小瓦力，大人生。
13,三傻大闹宝莱坞,9.2,英俊版憨豆，高情商版谢耳朵。
14,楚门的世界,9.3,如果再也不能见到你，祝你早安，午安，晚安。
15,放牛班的春天,9.3,天籁一般的童声，是最接近上帝的存在。 
16,星际穿越,9.3,爱是一种力量，让我们超越时空感知它的存在。
17,大话西游之大圣娶亲,9.2,一生所爱。
18,熔炉,9.3,我们一路奋战不是为了改变世界，而是为了不让世界改变我们。
19,疯狂动物城,9.2,迪士尼给我们营造的乌托邦就是这样，永远善良勇敢，永远出乎意料。
20,无间道,9.2,香港电影史上永不过时的杰作。
21,龙猫,9.2,人人心中都有个龙猫，童年就永远不会消失。
22,教父,9.3,千万不要记恨你的对手，这样会让你失去理智。
23,当幸福来敲门,9.1,平民励志片。 
24,怦然心动,9.1,真正的幸福是来自内心深处。
25,触不可及,9.2,满满温情的高雅喜剧。
26,蝙蝠侠：黑暗骑士,9.2,无尽的黑暗。
27,控方证人,9.6,比利·怀德满分作品。
28,活着,9.2,张艺谋最好的电影。
29,乱世佳人,9.3,Tomorrow is another day.
30,寻梦环游记,9.1,死亡不是真的逝去，遗忘才是永恒的消亡。
31,末代皇帝,9.2,“不要跟我比惨，我比你更惨”再适合这部电影不过了。
32,摔跤吧！爸爸,9.0,你不是在为你一个人战斗，你要让千千万万的女性看到女生并不是只能相夫教子。
33,少年派的奇幻漂流,9.1,瑰丽壮观、无人能及的冒险之旅。
34,指环王3：王者无敌,9.2,史诗的终章。
35,飞屋环游记,9.0,最后那些最无聊的事情，才是最值得怀念的。 
36,何以为家,9.1,凝视卑弱生命，用电影改变命运。
37,十二怒汉,9.4,1957年的理想主义。 
38,鬼子来了,9.2,对敌人的仁慈，就是对自己残忍。
39,天空之城,9.1,对天空的追逐，永不停止。 
40,大话西游之月光宝盒,9.0,旷古烁今。
41,哈尔的移动城堡,9.0,带着心爱的人在天空飞翔。
42,天堂电影院,9.2,那些吻戏，那些青春，都在影院的黑暗里被泪水冲刷得无比清晰。
43,素媛,9.2,受过伤害的人总是笑得最开心，因为他们不愿意让身边的人承受一样的痛苦。
44,罗马假日,9.0,爱情哪怕只有一天。
45,闻香识女人,9.1,史上最美的探戈。
46,辩护人,9.2,电影的现实意义大过电影本身。
47,搏击俱乐部,9.0,邪恶与平庸蛰伏于同一个母体，在特定的时间互相对峙。
48,哈利·波特与魔法石,9.0,童话世界的开端。
49,死亡诗社,9.1,当一个死水般的体制内出现一个活跃的变数时，所有的腐臭都站在了光明的对面。
50,我不是药神,9.0,对我们国家而言，这样的电影多一部是一部。
51,教父2,9.2,优雅的孤独。
52,窃听风暴,9.1,别样人生。
53,狮子王,9.0,动物版《哈姆雷特》。
54,指环王2：双塔奇兵,9.1,承前启后的史诗篇章。
55,大闹天宫,9.3,经典之作，历久弥新。
56,指环王1：魔戒再现,9.0,传说的开始。
57,两杆大烟枪,9.1,4个臭皮匠顶个诸葛亮，盖·里奇果然不是盖的。
58,美丽心灵,9.0,爱是一切逻辑和原由。
59,飞越疯人院,9.1,自由万岁。
60,饮食男女,9.1,人生不能像做菜，把所有的料都准备好了才下锅。
61,V字仇杀队,8.9,一张面具背后的理想与革命。
62,黑客帝国,9.0,视觉革命。
63,猫鼠游戏,9.0,骗子大师和执著警探的你追我跑故事。 
64,钢琴家,9.1,音乐能化解仇恨。
65,本杰明·巴顿奇事,8.9,在时间之河里感受溺水之苦。
66,看不见的客人,8.8,你以为你以为的就是你以为的。
67,让子弹飞,8.8,你给我翻译翻译，神马叫做TMD的惊喜。
68,西西里的美丽传说,8.9,美丽无罪。
69,海豚湾,9.3,海豚的微笑，是世界上最高明的伪装。
70,小鞋子,9.2,奔跑的孩子是天使。
71,拯救大兵瑞恩,9.0,美利坚精神输出大片No1.
72,情书,8.9,暗恋的极致。
73,音乐之声,9.0,用音乐化解仇恨，让歌声串起美好。
74,美国往事,9.2,往事如烟，无处祭奠。
75,穿条纹睡衣的男孩,9.1,尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。
76,致命魔术,8.9,孪生蝙蝠侠大战克隆金刚狼。
77,绿皮书,8.9,去除成见，需要勇气。
78,七宗罪,8.8,警察抓小偷，老鼠玩死猫。
79,低俗小说,8.8,故事的高级讲法。
80,沉默的羔羊,8.8,安东尼·霍普金斯的顶级表演。
81,蝴蝶效应,8.8,人的命运被自己瞬间的抉择改变。
82,被嫌弃的松子的一生,8.9,以戏谑来戏谑戏谑。
83,海蒂和爷爷,9.2,如果生活中有什么使你感到快乐，那就去做吧！不要管别人说什么。
84,春光乍泄,8.9,爱情纠缠，男女一致。
85,禁闭岛,8.8,昔日翩翩少年，今日大腹便便。
86,心灵捕手,8.9,人生中应该拥有这样的一段豁然开朗。
87,布达佩斯大饭店,8.8,小清新的故事里注入了大历史的情怀。
88,剪刀手爱德华,8.7,浪漫忧郁的成人童话。
89,阿凡达,8.7,绝对意义上的美轮美奂。
90,勇敢的心,8.9,史诗大片的典范。
91,摩登时代,9.3,大时代中的人生，小人物的悲喜。
92,天使爱美丽,8.7,法式小清新。 
93,加勒比海盗,8.7,约翰尼·德普的独角戏。
94,喜剧之王,8.7,我是一个演员。
95,致命ID,8.8,最不可能的那个人永远是最可能的。
96,断背山,8.8,每个人心中都有一座断背山。
97,杀人回忆,8.8,关于连环杀人悬案的集体回忆。
98,幽灵公主,8.9,人与自然的战争史诗。
99,狩猎,9.1,人言可畏。
100,入殓师,8.8,死可能是一道门，逝去并不是终结，而是超越，走向下一程。
101,阳光灿烂的日子,8.8,一场华丽的意淫。
102,重庆森林,8.7,寂寞没有期限。
103,请以你的名字呼唤我,8.9,沉醉在电影的情感和视听氛围中无法自拔。
104,第六感,8.9,深入内心的恐怖，出人意料的结局。
105,哈利·波特与死亡圣器(下),8.8,10年的完美句点。
106,小森林 夏秋篇,9.0,那些静得只能听见呼吸的日子里，你明白孤独即生活。
107,7号房的礼物,8.9,《我是山姆》的《美丽人生》。
108,消失的爱人,8.7,年度最佳date movie。
109,红辣椒,9.0,梦的勾结。
110,玛丽和马克思,8.9,你是我最好的朋友，你是我唯一的朋友 。
111,爱在黎明破晓前,8.8,缘分是个连绵词，最美不过一瞬。
112,小森林 冬春篇,9.0,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。
113,侧耳倾听,8.9,少女情怀总是诗。
114,告白,8.7,没有一人完全善，也没有一人完全恶。
115,一一,9.0,我们都曾经是一一。
116,大鱼,8.8,抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。
117,阳光姐妹淘,8.8,再多各自牛逼的时光，也比不上一起傻逼的岁月。 
118,唐伯虎点秋香,8.6,华太师是黄霑，吴镇宇四大才子之一。
119,蝙蝠侠：黑暗骑士崛起,8.8,诺兰就是保证。
120,射雕英雄传之东成西就,8.7,百看不厌。 
121,倩女幽魂,8.7,两张绝世的脸。 
122,超脱,8.9,穷尽一生，我们要学会的，不过是彼此拥抱。
123,甜蜜蜜,8.8,相逢只要一瞬间，等待却像是一辈子。
124,驯龙高手,8.7,和谐的生活离不开摸头与被摸头。
125,萤火之森,8.9,触不到的恋人。
126,恐怖直播,8.8,恐怖分子的“秋菊打官司”。
127,菊次郎的夏天,8.8,从没见过那么流氓的温柔，从没见过那么温柔的流氓。
128,幸福终点站,8.8,有时候幸福需要等一等。 
129,超能陆战队,8.7,Balalala~~~
130,无人知晓,9.1,我的平常生活就是他人的幸福。
131,爱在日落黄昏时,8.8,九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。
132,借东西的小人阿莉埃蒂,8.8,曾经的那段美好会沉淀为一辈子的记忆。
133,神偷奶爸,8.6,Mr. I Don't Care其实也有Care的时候。
134,怪兽电力公司,8.7,不要给它起名字，起了名字就有感情了。
135,完美的世界,9.1,坏人的好总是比好人的好来得更感人。
136,玩具总动员3,8.8,跨度十五年的欢乐与泪水。
137,风之谷,8.9,动画片的圣经。
138,血战钢锯岭,8.7,优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。
139,上帝之城,8.9,被上帝抛弃了的上帝之城。
140,傲慢与偏见,8.6,爱是摈弃傲慢与偏见之后的曙光。
141,时空恋旅人,8.7,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。
142,电锯惊魂,8.7,真相就在眼前。
143,教父3,8.9,任何信念的力量，都无法改变命运。
144,喜宴,8.9,中国家庭的喜怒哀乐忍。
145,功夫,8.5,警恶惩奸，维护世界和平这个任务就交给你了，好吗？
146,谍影重重3,8.8,像吃了苏打饼一样干脆的电影。
147,岁月神偷,8.7,岁月流逝，来日可追。
148,英雄本色,8.7,英雄泪短，兄弟情长。 
149,被解救的姜戈,8.7,热血沸腾，那个低俗、性感的无耻混蛋又来了。
150,七武士,9.2,时代悲歌。
151,天书奇谭,9.2,传奇的年代，醉人的童话。
152,疯狂原始人,8.7,老少皆宜，这就是好莱坞动画的魅力。
153,哪吒闹海,9.1,想你时你在闹海。
154,我是山姆,8.9,爱并不需要智商 。
155,心迷宫,8.7,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。
156,三块广告牌,8.7,怼天怼地，你走后，她与世界为敌。
157,萤火虫之墓,8.7,幸福是生生不息，却难以触及的远。 
158,纵横四海,8.8,香港浪漫主义警匪动作片的巅峰之作。
159,真爱至上,8.6,爱，是个动词。
160,人生果实,9.5,土壤没有落叶不会肥沃，没有了你就不算人生。
161,达拉斯买家俱乐部,8.8,Jared Leto的腿比女人还美！
162,头号玩家,8.7,写给影迷，动漫迷和游戏迷的一封情书。
163,东邪西毒,8.6,电影诗。
164,荒蛮故事,8.8,始于荒诞，止于更荒诞。
165,爆裂鼓手,8.7,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。
166,记忆碎片,8.6,一个针管引发的血案。
167,贫民窟的百万富翁,8.6,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁
168,黑天鹅,8.6,黑暗之美。
169,釜山行,8.5,揭露人性的丧尸题材力作。
170,花样年华,8.6,偷情本没有这样美。
171,你的名字。,8.4,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。
172,卢旺达饭店,8.9,当这个世界闭上双眼，他却敞开了怀抱。
173,忠犬八公物语,9.2,养狗三日，便会对你终其一生。
174,头脑特工队,8.7,愿我们都不用长大，每一座城堡都能永远存在。
175,模仿游戏,8.7,他给机器起名“克里斯托弗”，因为这是他初恋的名字。
176,黑客帝国3：矩阵革命,8.7,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。
177,雨人,8.7,生活在自己的世界里，也可以让周围的人显得可笑和渺小。
178,一个叫欧维的男人决定去死,8.8,惠及一生的美丽。
179,你看起来好像很好吃,8.9,感情不分食草或者食肉。
180,无敌破坏王,8.7,迪士尼和皮克斯拿错剧本的产物。
181,未麻的部屋,8.9,好的剧本是，就算你猜到了结局也猜不到全部。
182,哈利·波特与阿兹卡班的囚徒,8.6,不一样的导演，不一样的哈利·波特。
183,恋恋笔记本,8.5,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 
184,冰川时代,8.6,松鼠才是角儿。
185,海街日记,8.8,是枝裕和的家庭习作。
186,海边的曼彻斯特,8.6,我们都有权利不与自己的过去和解。
187,哈利·波特与密室,8.6,魔法的密室之门已打开...
188,新世界,8.8,要做就做得狠一点，这样才能活下去。
189,二十二,8.7,有一些东西不应该被遗忘。
190,虎口脱险,8.9,永远看不腻的喜剧。
191,房间,8.8,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。
192,恐怖游轮,8.5,不要企图在重复中寻找已经失去的爱。
193,雨中曲,9.0,骨灰级歌舞片。
194,人工智能,8.6,对爱的执着，可以超越一切。
195,魔女宅急便,8.6,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。
196,惊魂记,9.0,故事的反转与反转，分裂电影的始祖。
197,奇迹男孩,8.6,世界不完美，爱会有奇迹。
198,疯狂的石头,8.4,中国版《两杆大烟枪》。
199,海洋,9.1,大海啊，不全是水。
200,罗生门,8.8,人生的N种可能性。
201,燃情岁月,8.8,传奇，不是每个人都可以拥有。
202,终结者2：审判日,8.7,少见的超越首部的续集，动作片中的经典。
203,魂断蓝桥,8.8,中国式内在的美国电影。
204,爱在午夜降临前,8.8,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。
205,穿越时空的少女,8.6,爱上未来的你。 
206,初恋这件小事,8.4,黑小鸭速效美白记。
207,可可西里,8.8,坚硬的信仰。
208,小偷家族,8.7,我们组成了家。
209,绿里奇迹,8.8,天使暂时离开。
210,2001太空漫游,8.8,现代科幻电影的开山之作，最伟大导演的最伟大影片。
211,完美陌生人,8.5,来啊，互相伤害啊！
212,牯岭街少年杀人事件,8.8,弱者送给弱者的一刀。
213,无耻混蛋,8.6,昆汀同学越来越变态了，比北野武还杜琪峰。
214,阿飞正传,8.5,王家卫是一种风格，张国荣是一个代表。
215,香水,8.5,一个单凭体香达到高潮的男人。
216,新龙门客栈,8.6,嬉笑怒骂，调风动月。
217,源代码,8.4,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。
218,谍影重重2,8.6,谁说王家卫镜头很晃？
219,城市之光,9.3,永远的小人物，伟大的卓别林。
220,谍影重重,8.6,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。
221,猜火车,8.5,不可猜的青春迷笛。 
222,青蛇,8.5,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。
223,战争之王,8.6,做一颗让别人需要你的棋子。
224,地球上的星星,8.9,天使保护事件始末。
225,血钻,8.6,每个美丽事物背后都是滴血的现实。
